CPF,Matéria,Pontuação_aluno,Percentual_Acerto,Comparação Média
196.010.796-100,Inglês,1,0.2,Acima da Média
196.010.796-100,Interdisciplinar ,0,0.0,Abaixo da Média
196.010.796-100,Matemática,0,0.0,Abaixo da Média
196.010.796-100,Português ,3,0.25,Acima da Média
196.010.796-100,Química ,2,0.2857142857142857,Acima da Média
2107.492.8105-22,Física,4,0.5714285714285714,Acima da Média
2107.492.8105-22,Geografia ,1,0.14285714285714285,Abaixo da Média
2107.492.8105-22,História ,0,0.0,Abaixo da Média
2107.492.8105-22,Inglês,0,0.0,Abaixo da Média
2107.492.8105-22,Interdisciplinar ,0,0.0,Abaixo da Média
2107.492.8105-22,Matemática,2,0.2222222222222222,Acima da Média
2107.492.8105-22,Português ,1,0.08333333333333333,Abaixo da Média
2107.492.8105-22,Química ,0,0.0,Abaixo da Média
223.473.799-75,Física,1,0.14285714285714285,Abaixo da Média
223.473.799-75,Geografia ,2,0.2857142857142857,Acima da Média
223.473.799-75,História ,1,0.16666666666666666,Abaixo da Média
223.473.799-75,Inglês,0,0.0,Abaixo da Média
223.473.799-75,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
223.473.799-75,Matemática,1,0.1111111111111111,Abaixo da Média
223.473.799-75,Português ,2,0.16666666666666666,Abaixo da Média
223.473.799-75,Química ,0,0.0,Abaixo da Média
225.1057.355-73,Física,4,0.5714285714285714,Acima da Média
225.1057.355-73,Geografia ,1,0.14285714285714285,Abaixo da Média
225.1057.355-73,História ,1,0.16666666666666666,Abaixo da Média
225.1057.355-73,Inglês,0,0.0,Abaixo da Média
225.1057.355-73,Interdisciplinar ,0,0.0,Abaixo da Média
225.1057.355-73,Matemática,0,0.0,Abaixo da Média
225.1057.355-73,Português ,2,0.16666666666666666,Abaixo da Média
225.1057.355-73,Química ,0,0.0,Abaixo da Média
234.160.287-09,Física,2,0.2857142857142857,Acima da Média
234.160.287-09,Geografia ,2,0.2857142857142857,Acima da Média
234.160.287-09,História ,1,0.16666666666666666,Abaixo da Média
234.160.287-09,Inglês,1,0.2,Acima da Média
234.160.287-09,Interdisciplinar ,2,0.2857142857142857,Acima da Média
234.160.287-09,Matemática,1,0.1111111111111111,Abaixo da Média
234.160.287-09,Português ,3,0.25,Acima da Média
234.160.287-09,Química ,0,0.0,Abaixo da Média
245.6310.333-53,Física,1,0.14285714285714285,Abaixo da Média
245.6310.333-53,Geografia ,0,0.0,Abaixo da Média
245.6310.333-53,História ,3,0.5,Acima da Média
245.6310.333-53,Inglês,2,0.4,Acima da Média
245.6310.333-53,Interdisciplinar ,2,0.2857142857142857,Acima da Média
245.6310.333-53,Matemática,1,0.1111111111111111,Abaixo da Média
245.6310.333-53,Português ,2,0.16666666666666666,Abaixo da Média
245.6310.333-53,Química ,2,0.2857142857142857,Acima da Média
246.492.996-63,Física,2,0.2857142857142857,Acima da Média
246.492.996-63,Geografia ,1,0.14285714285714285,Abaixo da Média
246.492.996-63,História ,1,0.16666666666666666,Abaixo da Média
246.492.996-63,Inglês,0,0.0,Abaixo da Média
246.492.996-63,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
246.492.996-63,Matemática,2,0.2222222222222222,Acima da Média
246.492.996-63,Português ,0,0.0,Abaixo da Média
246.492.996-63,Química ,1,0.14285714285714285,Abaixo da Média
246.913.998-102,Física,2,0.2857142857142857,Acima da Média
246.913.998-102,Geografia ,2,0.2857142857142857,Acima da Média
246.913.998-102,História ,0,0.0,Abaixo da Média
246.913.998-102,Inglês,3,0.6000000000000001,Acima da Média
246.913.998-102,Interdisciplinar ,2,0.2857142857142857,Acima da Média
246.913.998-102,Matemática,2,0.2222222222222222,Acima da Média
246.913.998-102,Português ,3,0.25,Acima da Média
246.913.998-102,Química ,3,0.42857142857142855,Acima da Média
256.860.1057-23,Física,3,0.42857142857142855,Acima da Média
256.860.1057-23,Geografia ,1,0.14285714285714285,Abaixo da Média
256.860.1057-23,História ,1,0.16666666666666666,Abaixo da Média
256.860.1057-23,Inglês,1,0.2,Acima da Média
256.860.1057-23,Interdisciplinar ,2,0.2857142857142857,Acima da Média
256.860.1057-23,Matemática,2,0.2222222222222222,Acima da Média
256.860.1057-23,Português ,2,0.16666666666666666,Abaixo da Média
256.860.1057-23,Química ,4,0.5714285714285714,Acima da Média
262.513.684-16,Física,0,0.0,Abaixo da Média
262.513.684-16,Geografia ,1,0.14285714285714285,Abaixo da Média
262.513.684-16,História ,0,0.0,Abaixo da Média
262.513.684-16,Inglês,2,0.4,Acima da Média
262.513.684-16,Interdisciplinar ,2,0.2857142857142857,Acima da Média
262.513.684-16,Matemática,2,0.2222222222222222,Acima da Média
262.513.684-16,Português ,2,0.16666666666666666,Abaixo da Média
262.513.684-16,Química ,3,0.42857142857142855,Acima da Média
283.387.1001-67,Física,3,0.42857142857142855,Acima da Média
283.387.1001-67,Geografia ,2,0.2857142857142857,Acima da Média
283.387.1001-67,História ,3,0.5,Acima da Média
283.387.1001-67,Inglês,1,0.2,Acima da Média
283.387.1001-67,Interdisciplinar ,0,0.0,Abaixo da Média
283.387.1001-67,Matemática,1,0.1111111111111111,Abaixo da Média
283.387.1001-67,Português ,4,0.3333333333333333,Acima da Média
283.387.1001-67,Química ,0,0.0,Abaixo da Média
284.278.846-46,Física,0,0.0,Abaixo da Média
284.278.846-46,Geografia ,0,0.0,Abaixo da Média
284.278.846-46,História ,0,0.0,Abaixo da Média
284.278.846-46,Inglês,1,0.2,Acima da Média
284.278.846-46,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
284.278.846-46,Matemática,5,0.5555555555555556,Acima da Média
284.278.846-46,Português ,4,0.3333333333333333,Acima da Média
284.278.846-46,Química ,1,0.14285714285714285,Abaixo da Média
289.866.375-910,Física,1,0.14285714285714285,Abaixo da Média
289.866.375-910,Geografia ,1,0.14285714285714285,Abaixo da Média
289.866.375-910,História ,2,0.3333333333333333,Acima da Média
289.866.375-910,Inglês,0,0.0,Abaixo da Média
289.866.375-910,Interdisciplinar ,2,0.2857142857142857,Acima da Média
289.866.375-910,Matemática,2,0.2222222222222222,Acima da Média
289.866.375-910,Português ,2,0.16666666666666666,Abaixo da Média
289.866.375-910,Química ,0,0.0,Abaixo da Média
299.727.975-77,Física,1,0.14285714285714285,Abaixo da Média
299.727.975-77,Geografia ,0,0.0,Abaixo da Média
299.727.975-77,História ,2,0.3333333333333333,Acima da Média
299.727.975-77,Inglês,1,0.2,Acima da Média
299.727.975-77,Interdisciplinar ,0,0.0,Abaixo da Média
299.727.975-77,Matemática,1,0.1111111111111111,Abaixo da Média
299.727.975-77,Português ,3,0.25,Acima da Média
299.727.975-77,Química ,1,0.14285714285714285,Abaixo da Média
303.876.908-33,Física,2,0.2857142857142857,Acima da Média
303.876.908-33,Geografia ,4,0.5714285714285714,Acima da Média
303.876.908-33,História ,2,0.3333333333333333,Acima da Média
303.876.908-33,Inglês,3,0.6000000000000001,Acima da Média
303.876.908-33,Interdisciplinar ,4,0.5714285714285714,Acima da Média
303.876.908-33,Matemática,1,0.1111111111111111,Abaixo da Média
303.876.908-33,Português ,4,0.3333333333333333,Acima da Média
303.876.908-33,Química ,1,0.14285714285714285,Abaixo da Média
337.272.184-92,Física,2,0.2857142857142857,Acima da Média
337.272.184-92,Geografia ,2,0.2857142857142857,Acima da Média
337.272.184-92,História ,1,0.16666666666666666,Abaixo da Média
337.272.184-92,Inglês,0,0.0,Abaixo da Média
337.272.184-92,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
337.272.184-92,Matemática,4,0.4444444444444444,Acima da Média
337.272.184-92,Português ,2,0.16666666666666666,Abaixo da Média
337.272.184-92,Química ,3,0.42857142857142855,Acima da Média
337.872.10410-44,Física,1,0.14285714285714285,Abaixo da Média
337.872.10410-44,Geografia ,2,0.2857142857142857,Acima da Média
337.872.10410-44,História ,1,0.16666666666666666,Abaixo da Média
337.872.10410-44,Inglês,0,0.0,Abaixo da Média
337.872.10410-44,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
337.872.10410-44,Matemática,0,0.0,Abaixo da Média
337.872.10410-44,Português ,2,0.16666666666666666,Abaixo da Média
337.872.10410-44,Química ,1,0.14285714285714285,Abaixo da Média
345.357.181-63,Física,0,0.0,Abaixo da Média
345.357.181-63,Geografia ,2,0.2857142857142857,Acima da Média
345.357.181-63,História ,1,0.16666666666666666,Abaixo da Média
345.357.181-63,Inglês,0,0.0,Abaixo da Média
345.357.181-63,Interdisciplinar ,0,0.0,Abaixo da Média
345.357.181-63,Matemática,0,0.0,Abaixo da Média
345.357.181-63,Português ,2,0.16666666666666666,Abaixo da Média
345.357.181-63,Química ,2,0.2857142857142857,Acima da Média
350.472.138-210,Física,1,0.14285714285714285,Abaixo da Média
350.472.138-210,Geografia ,2,0.2857142857142857,Acima da Média
350.472.138-210,História ,2,0.3333333333333333,Acima da Média
350.472.138-210,Inglês,0,0.0,Abaixo da Média
350.472.138-210,Interdisciplinar ,2,0.2857142857142857,Acima da Média
350.472.138-210,Matemática,2,0.2222222222222222,Acima da Média
350.472.138-210,Português ,5,0.41666666666666663,Acima da Média
350.472.138-210,Química ,1,0.14285714285714285,Abaixo da Média
357.811.264-73,Física,0,0.0,Abaixo da Média
357.811.264-73,Geografia ,2,0.2857142857142857,Acima da Média
357.811.264-73,História ,2,0.3333333333333333,Acima da Média
357.811.264-73,Inglês,1,0.2,Acima da Média
357.811.264-73,Interdisciplinar ,0,0.0,Abaixo da Média
357.811.264-73,Matemática,3,0.3333333333333333,Acima da Média
357.811.264-73,Português ,1,0.08333333333333333,Abaixo da Média
357.811.264-73,Química ,1,0.14285714285714285,Abaixo da Média
371.629.499-81,Física,3,0.42857142857142855,Acima da Média
371.629.499-81,Geografia ,0,0.0,Abaixo da Média
371.629.499-81,História ,1,0.16666666666666666,Abaixo da Média
371.629.499-81,Inglês,1,0.2,Acima da Média
371.629.499-81,Interdisciplinar ,2,0.2857142857142857,Acima da Média
371.629.499-81,Matemática,1,0.1111111111111111,Abaixo da Média
371.629.499-81,Português ,3,0.25,Acima da Média
371.629.499-81,Química ,2,0.2857142857142857,Acima da Média
371.934.306-03,Física,0,0.0,Abaixo da Média
371.934.306-03,Geografia ,2,0.2857142857142857,Acima da Média
371.934.306-03,História ,1,0.16666666666666666,Abaixo da Média
371.934.306-03,Inglês,1,0.2,Acima da Média
371.934.306-03,Interdisciplinar ,2,0.2857142857142857,Acima da Média
371.934.306-03,Matemática,2,0.2222222222222222,Acima da Média
371.934.306-03,Português ,3,0.25,Acima da Média
371.934.306-03,Química ,3,0.42857142857142855,Acima da Média
373.232.366-69,Física,0,0.0,Abaixo da Média
373.232.366-69,Geografia ,2,0.2857142857142857,Acima da Média
373.232.366-69,História ,2,0.3333333333333333,Acima da Média
373.232.366-69,Inglês,1,0.2,Acima da Média
373.232.366-69,Interdisciplinar ,0,0.0,Abaixo da Média
373.232.366-69,Matemática,3,0.3333333333333333,Acima da Média
373.232.366-69,Português ,0,0.0,Abaixo da Média
373.232.366-69,Química ,2,0.2857142857142857,Acima da Média
374.281.953-87,Física,1,0.14285714285714285,Abaixo da Média
374.281.953-87,Geografia ,2,0.2857142857142857,Acima da Média
374.281.953-87,História ,2,0.3333333333333333,Acima da Média
374.281.953-87,Inglês,2,0.4,Acima da Média
374.281.953-87,Interdisciplinar ,0,0.0,Abaixo da Média
374.281.953-87,Matemática,1,0.1111111111111111,Abaixo da Média
374.281.953-87,Português ,4,0.3333333333333333,Acima da Média
374.281.953-87,Química ,0,0.0,Abaixo da Média
381.873.631-61,Física,2,0.2857142857142857,Acima da Média
381.873.631-61,Geografia ,1,0.14285714285714285,Abaixo da Média
381.873.631-61,História ,2,0.3333333333333333,Acima da Média
381.873.631-61,Inglês,0,0.0,Abaixo da Média
381.873.631-61,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
381.873.631-61,Matemática,1,0.1111111111111111,Abaixo da Média
381.873.631-61,Português ,4,0.3333333333333333,Acima da Média
381.873.631-61,Química ,0,0.0,Abaixo da Média
387.109.233-210,Física,1,0.14285714285714285,Abaixo da Média
387.109.233-210,Geografia ,1,0.14285714285714285,Abaixo da Média
387.109.233-210,História ,1,0.16666666666666666,Abaixo da Média
387.109.233-210,Inglês,2,0.4,Acima da Média
387.109.233-210,Interdisciplinar ,0,0.0,Abaixo da Média
387.109.233-210,Matemática,1,0.1111111111111111,Abaixo da Média
387.109.233-210,Português ,3,0.25,Acima da Média
387.109.233-210,Química ,0,0.0,Abaixo da Média
416.285.625-67,Física,1,0.14285714285714285,Abaixo da Média
416.285.625-67,Geografia ,1,0.14285714285714285,Abaixo da Média
416.285.625-67,História ,0,0.0,Abaixo da Média
416.285.625-67,Inglês,1,0.2,Acima da Média
416.285.625-67,Interdisciplinar ,2,0.2857142857142857,Acima da Média
416.285.625-67,Matemática,4,0.4444444444444444,Acima da Média
416.285.625-67,Português ,5,0.41666666666666663,Acima da Média
416.285.625-67,Química ,3,0.42857142857142855,Acima da Média
423.140.430-64,Física,2,0.2857142857142857,Acima da Média
423.140.430-64,Geografia ,2,0.2857142857142857,Acima da Média
423.140.430-64,História ,1,0.16666666666666666,Abaixo da Média
423.140.430-64,Inglês,2,0.4,Acima da Média
423.140.430-64,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
423.140.430-64,Matemática,0,0.0,Abaixo da Média
423.140.430-64,Português ,2,0.16666666666666666,Abaixo da Média
423.140.430-64,Química ,0,0.0,Abaixo da Média
426.234.993-109,Física,1,0.14285714285714285,Abaixo da Média
426.234.993-109,Geografia ,1,0.14285714285714285,Abaixo da Média
426.234.993-109,História ,2,0.3333333333333333,Acima da Média
426.234.993-109,Inglês,0,0.0,Abaixo da Média
426.234.993-109,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
426.234.993-109,Matemática,3,0.3333333333333333,Acima da Média
426.234.993-109,Português ,1,0.08333333333333333,Abaixo da Média
426.234.993-109,Química ,2,0.2857142857142857,Acima da Média
451.349.9105-310,Física,0,0.0,Abaixo da Média
451.349.9105-310,Geografia ,2,0.2857142857142857,Acima da Média
451.349.9105-310,História ,2,0.3333333333333333,Acima da Média
451.349.9105-310,Inglês,0,0.0,Abaixo da Média
451.349.9105-310,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
451.349.9105-310,Matemática,3,0.3333333333333333,Acima da Média
451.349.9105-310,Português ,5,0.41666666666666663,Acima da Média
451.349.9105-310,Química ,0,0.0,Abaixo da Média
491.541.870-31,Física,1,0.14285714285714285,Abaixo da Média
491.541.870-31,Geografia ,1,0.14285714285714285,Abaixo da Média
491.541.870-31,História ,0,0.0,Abaixo da Média
491.541.870-31,Inglês,1,0.2,Acima da Média
491.541.870-31,Interdisciplinar ,2,0.2857142857142857,Acima da Média
491.541.870-31,Matemática,2,0.2222222222222222,Acima da Média
491.541.870-31,Português ,3,0.25,Acima da Média
491.541.870-31,Química ,2,0.2857142857142857,Acima da Média
493.1047.216-26,Física,0,0.0,Abaixo da Média
493.1047.216-26,Geografia ,2,0.2857142857142857,Acima da Média
493.1047.216-26,História ,2,0.3333333333333333,Acima da Média
493.1047.216-26,Inglês,2,0.4,Acima da Média
493.1047.216-26,Interdisciplinar ,1,0.14285714285714285,Abaixo da Média
493.1047.216-26,Matemática,2,0.2222222222222222,Acima da Média
493.1047.216-26,Português ,5,0.41666666666666663,Acima da Média
493.1047.216-26,Química ,2,0.2857142857142857,Acima da Média
494.7710.995-48,Física,1,0.14285714285714285,Abaixo da Média
494.7710.995-48,Geografia ,1,0.14285714285714285,Abaixo da Média
